model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
0,2018,15250,0,12548,1,135,68.8,1.8
0,2014,7600,1,42381,3,125,51.4,1.3
0,2016,12990,0,19022,1,0,78.5,1.8
0,2016,12999,0,24975,1,0,72.4,1.8
0,2014,11000,0,36645,1,0,72.4,1.8
0,2014,11490,0,35372,1,0,76.4,1.8
0,2017,18995,0,9635,1,0,70.6,1.8
0,2015,13500,0,15066,1,0,76.4,1.8
0,2015,10998,0,39912,1,0,76.4,1.8
0,2015,12095,0,28662,1,0,72.4,1.8
0,2016,8290,1,50583,0,20,67.3,1.6
0,2015,12490,0,34905,1,0,78.5,1.8
0,2014,11995,0,45560,1,0,76.4,1.8
0,2018,15495,0,11866,1,140,65.6,1.8
0,2013,11495,0,26966,1,0,72.4,1.8
0,2017,16195,0,19417,1,0,70.6,1.8
0,2016,15495,0,40294,1,0,70.6,1.8
0,2018,12995,1,21658,3,145,52.3,1.2
0,2017,11695,0,10106,3,145,61.4,1.2
0,2017,14495,0,24389,1,135,78.5,1.8
0,2016,13990,0,30787,1,0,72.4,1.8
0,2014,11495,0,33401,1,0,72.4,1.8
0,2015,10998,0,52368,1,0,72.4,1.8
0,2017,10990,1,25404,3,125,52.3,1.2
0,2017,14995,0,29054,1,0,78.5,1.8
0,2016,15995,0,30190,1,0,70.6,1.8
0,2018,11995,1,20508,3,150,52.3,1.2
0,2017,14995,0,20487,1,140,78.5,1.8
0,2014,6291,1,62000,3,150,47.9,1.6
0,2015,8290,1,24765,3,30,58.9,1.2
0,2017,9998,1,21138,0,20,67.3,1.6
0,2016,13490,0,40724,1,0,72.4,1.8
0,2015,13490,0,36801,1,0,72.4,1.8
0,2017,15490,0,57768,1,0,78.5,1.8
0,2018,15995,0,6881,1,135,65.6,1.8
0,2018,17195,0,16113,1,135,65.6,1.8
0,2014,12495,0,17354,1,0,76.4,1.8
0,2017,15295,0,23021,1,0,72.4,1.8
0,2014,12695,0,11395,1,0,76.4,1.8
0,2013,6095,1,55707,0,20,67.3,1.4
0,2018,17795,0,25181,1,135,65.6,1.8
0,2016,13495,0,35417,1,0,72.4,1.8
0,2015,12995,0,53987,1,0,70.6,1.8
0,2017,16495,0,27458,1,135,65.6,1.8
0,2016,9195,1,31601,3,30,58.9,1.2
0,2017,14298,0,43072,1,140,78.5,1.8
0,2018,11699,1,16951,3,150,58.9,1.2
0,2017,15820,0,23326,1,0,70.6,1.8
0,2015,11998,0,60501,1,0,76.4,1.8
0,2013,10495,0,34671,1,0,74.3,1.8
0,2016,9995,0,87212,1,0,78.5,1.8
0,2017,9998,1,26063,3,30,58.9,1.2
0,2014,11498,0,27911,1,0,76.4,1.8
0,2014,9698,0,58017,1,0,74.3,1.8
0,2017,15495,0,15500,1,135,72.4,1.8
0,2018,18495,0,3363,1,135,65.6,1.8
0,2016,10395,1,29329,3,30,58.9,1.2
0,2014,10991,0,42988,1,0,76.4,1.8
0,2015,12394,0,41200,1,0,76.4,1.8
0,2016,13995,0,33462,1,0,72.4,1.8
0,2018,16995,0,12500,1,135,68.8,1.8
0,2015,14995,0,20487,1,0,76.4,1.8
0,2015,12495,0,25699,1,0,80.7,1.8
0,2016,12995,0,32000,1,0,78.5,1.8
0,2017,14495,0,17500,1,140,78.5,1.8
0,2017,11500,0,9275,3,20,61.4,1.2
0,2017,11691,1,8479,3,125,52.3,1.2
0,2015,12995,0,34000,1,0,72.4,1.8
0,2017,9600,1,41529,3,30,58.9,1.2
0,2015,8944,1,23624,3,150,46.3,1.6
0,2013,7209,1,31814,3,150,47.9,1.6
0,2014,12995,0,30999,1,0,76.4,1.8
0,2014,7210,1,34446,3,150,47.9,1.6
0,2016,13995,0,36751,1,0,72.4,1.8
0,2014,13995,0,32286,1,0,70.6,1.8
0,2014,13995,0,44722,1,0,76.4,1.8
0,2016,13850,0,35041,1,0,78.5,1.8
0,2016,8992,1,40323,0,20,67.3,1.6
0,2017,14495,0,8500,1,0,78.5,1.8
0,2016,8992,1,40323,0,20,67.3,1.6
0,2016,16000,0,27599,1,0,70.6,1.8
0,2016,16000,0,26961,1,0,70.6,1.8
0,2018,15450,0,8690,1,135,68.8,1.8
0,2016,8500,1,52482,0,20,65.7,1.6
0,2013,7299,1,45285,3,150,46.3,1.6
0,2013,10843,0,32336,1,0,74.3,1.8
0,2017,10990,1,16169,3,145,58.9,1.2
0,2017,14998,0,45751,1,0,78.5,1.8
0,2014,9998,0,45592,1,0,74.3,1.8
0,2018,13998,0,35916,1,135,68.8,1.8
0,2015,13900,0,30729,1,0,78.5,1.8
0,2017,14100,0,21000,1,135,78.5,1.8
0,2014,8995,3,4500,3,145,49.6,1.6
0,2015,9690,0,29050,3,20,61.4,1.2
0,2017,9491,1,45390,3,145,58.9,1.2
0,2017,10495,1,24842,3,145,58.9,1.2
0,2016,11295,0,50211,1,0,72.4,1.8
0,2016,15911,0,31348,1,0,70.6,1.8
0,2014,11873,0,54106,1,0,70.6,1.8
0,2017,16872,0,27055,1,0,78.5,1.8
0,2017,16791,0,29201,1,0,72.4,1.8
0,2017,17796,0,7126,1,0,70.6,1.8
0,2018,11998,0,26281,3,150,58.9,1.2
0,2015,12482,0,59222,1,0,76.4,1.8
0,2015,11489,0,39972,1,0,72.4,1.8
0,2015,8191,1,65000,3,150,46.3,1.6
0,2013,10091,0,44366,1,0,72.4,1.8
0,2017,10351,1,16400,3,30,58.9,1.2
0,2014,11791,0,32444,1,0,72.4,1.8
0,2015,10492,0,62274,1,0,76.4,1.8
0,2015,8291,1,49118,0,0,80.7,1.4
0,2016,14500,0,42415,1,0,70.6,1.8
0,2017,16798,0,11097,1,135,78.5,1.8
0,2017,13698,0,14252,1,0,78.5,1.8
0,2017,9392,1,45599,0,20,67.3,1.6
0,2016,10995,1,26559,3,30,58.9,1.2
0,2017,13998,0,22457,1,140,72.4,1.8
0,2016,13192,0,29847,1,0,78.5,1.8
0,2015,12812,0,53847,1,0,70.6,1.8
0,2017,16688,0,11782,1,0,72.4,1.8
0,2017,16999,0,14782,1,0,78.5,1.8
0,2015,14995,0,27299,1,0,70.6,1.8
0,2017,17499,0,23780,1,0,70.6,1.8
0,2017,16000,0,26873,1,135,78.5,1.8
0,2015,10499,1,26774,3,125,52.3,1.2
0,2017,14999,0,14899,1,135,78.5,1.8
0,2017,15499,0,12493,1,0,72.4,1.8
0,2016,13490,0,23916,1,0,78.5,1.8
0,2017,11295,0,11000,3,150,61.4,1.2
0,2014,13499,0,32624,1,0,72.4,1.8
0,2016,12998,0,30302,1,0,78.5,1.8
0,2013,6622,1,41959,3,145,47.9,1.6
0,2013,6622,1,41959,3,145,47.9,1.6
0,2016,14995,0,11882,1,0,78.5,1.8
0,2016,12999,0,39888,1,0,72.4,1.8
0,2014,10999,0,42015,1,0,74.3,1.8
0,2016,14999,0,13821,1,0,78.5,1.8
0,2014,12999,0,20447,1,0,76.4,1.8
0,2016,10445,1,16514,3,30,58.9,1.2
0,2016,16245,0,31177,1,0,78.5,1.8
0,2016,15495,0,11898,1,0,78.5,1.8
0,2016,15000,0,7700,1,0,78.5,1.8
0,2018,13490,1,21307,3,145,51.4,1.2
0,2017,18379,0,9596,1,0,70.6,1.8
0,2016,14987,0,24023,1,0,78.5,1.8
0,2014,10333,0,52317,1,0,72.4,1.8
0,2017,14990,0,15500,1,0,72.4,1.8
0,2018,16995,0,15863,1,140,68.8,1.8
0,2015,9495,1,32227,0,20,65.7,1.6
0,2014,12450,0,46694,1,0,70.6,1.8
0,2017,18000,0,17558,1,135,70.6,1.8
0,2015,13490,0,27549,1,0,72.4,1.8
0,2016,14990,0,18683,1,0,72.4,1.8
0,2017,15490,0,25201,1,0,78.5,1.8
0,2017,11990,0,42136,1,0,72.4,1.8
0,2016,14990,0,16092,1,0,72.4,1.8
0,2017,14480,0,20317,1,0,78.5,1.8
0,2017,16995,0,23565,1,0,78.5,1.8
0,2017,15995,0,27351,1,140,78.5,1.8
0,2017,13600,0,47030,1,0,72.4,1.8
0,2013,6000,1,69995,3,150,47.9,1.6
0,2017,13995,0,28498,1,0,78.5,1.8
0,2017,18495,0,16998,1,135,70.6,1.8
0,2017,12495,1,13194,3,125,52.3,1.2
0,2015,8095,1,47541,3,145,46.3,1.6
0,2016,12995,0,40133,1,0,78.5,1.8
0,2016,12995,0,48315,1,0,72.4,1.8
0,2016,17195,0,13147,1,0,70.6,1.8
0,2014,13000,0,39248,1,0,70.6,1.8
0,2017,11495,0,27717,3,20,61.4,1.2
0,2016,13295,0,41982,1,0,78.5,1.8
0,2016,10795,1,28879,3,30,58.9,1.2
0,2017,14995,0,54676,1,0,70.6,1.8
0,2017,11890,1,19189,3,145,58.9,1.2
0,2014,7290,1,51996,0,0,74.3,1.4
0,2017,13997,0,8496,3,30,55.4,1.2
0,2015,13000,0,41000,1,0,72.4,1.8
0,2013,7995,1,34110,3,145,46.3,1.6
0,2014,14150,0,50000,1,0,70.6,1.8
0,2017,19300,0,24500,1,0,70.6,1.8
0,2017,12495,0,16576,3,20,61.4,1.2
0,2015,9995,1,36719,3,30,58.9,1.2
0,2014,6499,1,87650,0,0,74.3,1.4
0,2018,18995,0,9197,1,135,65.6,1.8
0,2014,12995,0,64108,1,0,72.4,1.8
0,2017,12495,1,28000,3,145,58.9,1.2
0,2016,7995,1,71106,0,0,80.7,1.4
0,2016,12495,0,50309,1,0,78.5,1.8
0,2015,13200,0,25461,1,0,72.4,1.8
0,2017,11995,1,21195,3,30,58.9,1.2
0,2013,6995,1,25000,0,20,72.4,1.4
0,2017,12550,1,16000,3,125,52.3,1.2
0,2016,12590,0,31421,1,0,72.4,1.8
0,2014,11995,0,31085,1,0,72.4,1.8
0,2017,16995,0,19933,1,0,70.6,1.8
0,2014,10450,0,89750,1,0,70.6,1.8
0,2015,10995,0,56000,1,0,76.4,1.8
0,2018,12995,1,19479,3,145,52.3,1.2
0,2016,11995,0,33371,1,0,78.5,1.8
0,2013,12995,0,36919,1,0,74.3,1.8
0,2017,14995,0,32000,1,0,78.5,1.8
0,2017,9995,1,38300,3,150,58.9,1.2
0,2019,17995,0,13250,1,135,65.6,1.8
0,2014,10995,0,46988,1,0,72.4,1.8
0,2018,16995,0,19111,1,135,65.6,1.8
0,2017,13195,0,40418,1,0,78.5,1.8
0,2017,17245,0,20996,1,135,70.6,1.8
0,2018,17495,0,19628,1,135,65.6,1.8
0,2016,9995,1,25234,3,30,58.9,1.2
0,2015,10995,0,56272,1,0,72.4,1.8
0,2017,17628,0,25000,1,0,70.6,1.8
0,2018,11995,1,17234,3,150,58.9,1.2
0,2017,17995,0,20599,1,0,78.5,1.8
0,2017,11999,1,22458,3,30,58.9,1.2
0,2016,8871,1,41281,3,30,58.9,1.2
0,2016,12724,0,38254,1,0,72.4,1.8
0,2014,9989,3,34400,3,145,47.1,1.6
0,2016,16288,0,30587,1,0,70.6,1.8
0,2017,13595,0,34879,1,140,78.5,1.8
0,2016,11000,0,31239,1,0,80.7,1.8
0,2017,15369,0,53236,1,0,78.5,1.8
0,2015,13450,0,46817,1,0,76.4,1.8
0,2016,13899,0,17363,1,0,78.5,1.8
0,2017,16845,0,20124,1,135,78.5,1.8
0,2015,12450,0,37643,1,0,72.4,1.8
0,2017,14995,0,51535,1,0,78.5,1.8
0,2017,18450,0,10526,1,135,70.6,1.8
0,2018,15895,0,4834,1,140,68.8,1.8
0,2015,14750,0,32040,1,0,70.6,1.8
0,2017,10750,1,14497,3,30,58.9,1.2
0,2015,12795,0,34500,1,0,74.3,1.8
0,2017,17695,0,12000,1,0,70.6,1.8
0,2015,14995,0,19000,1,0,72.4,1.8
0,2016,15495,0,15100,1,0,78.5,1.8
0,2016,15995,0,44496,1,0,78.5,1.8
0,2017,16450,0,27974,1,0,78.5,1.8
0,2013,13000,0,34000,1,0,72.4,1.8
0,2015,12000,0,82195,1,0,70.6,1.8
0,2017,14000,0,24900,1,0,78.5,1.8
0,2018,11795,1,12567,3,145,58.9,1.2
0,2017,14136,0,16137,1,0,78.5,1.8
0,2018,14495,0,30460,1,135,68.8,1.8
0,2017,12250,1,13000,3,145,58.9,1.2
0,2014,12000,0,36453,1,0,72.4,1.8
0,2016,15400,0,29640,1,0,78.5,1.8
0,2015,14850,0,42133,1,0,70.6,1.8
0,2014,12990,0,52113,1,0,76.4,1.8
0,2016,15780,0,19149,1,0,72.4,1.8
0,2017,14790,0,28350,1,0,72.4,1.8
0,2014,12000,0,12780,1,0,76.4,1.8
0,2014,12495,0,54533,1,0,70.6,1.8
0,2015,12000,0,47988,1,0,72.4,1.8
0,2016,16495,0,28122,1,0,70.6,1.8
0,2017,15495,0,17707,1,0,78.5,1.8
0,2017,14395,0,19369,1,0,78.5,1.8
0,2016,17490,0,29031,1,0,70.6,1.8
0,2013,9990,0,42311,1,0,72.4,1.8
0,2017,15990,0,8565,1,0,72.4,1.8
0,2016,12295,0,38237,1,0,78.5,1.8
0,2013,10795,0,51295,1,0,74.3,1.8
0,2017,14995,0,44000,1,0,78.5,1.8
0,2016,16495,0,19000,1,0,72.4,1.8
0,2018,17495,0,15984,1,140,65.6,1.8
0,2017,8790,1,27191,3,145,50.4,1.3
0,2016,8990,1,23567,0,20,67.3,1.6
0,2017,11590,1,15000,3,125,52.3,1.2
0,2017,16995,0,26500,1,0,70.6,1.8
0,2015,14750,0,32500,1,0,72.4,1.8
0,2013,9995,0,43450,1,0,72.4,1.8
0,2018,13395,1,9246,3,150,51.4,1.2
0,2014,14895,0,23102,1,0,70.6,1.8
0,2017,16991,0,29500,1,0,78.5,1.8
0,2015,15791,0,24984,1,0,70.6,1.8
0,2017,14991,0,41000,1,140,78.5,1.8
0,2017,16791,0,29850,1,0,78.5,1.8
0,2018,11395,1,39235,3,145,52.3,1.2
0,2015,13492,0,18102,1,0,72.4,1.8
0,2016,12750,0,31800,1,0,78.5,1.8
0,2013,10585,0,19913,1,0,74.3,1.8
0,2016,12999,0,31120,1,0,78.5,1.8
0,2014,10999,0,16420,1,0,74.3,1.8
0,2017,11795,1,17775,3,145,52.3,1.2
0,2013,11895,0,31718,1,0,72.4,1.8
0,2016,12891,0,18601,1,0,72.4,1.8
0,2014,14495,0,27721,1,0,70.6,1.8
0,2017,15495,0,18144,1,0,72.4,1.8
0,2017,15956,0,22352,1,135,78.5,1.8
0,2017,15891,0,24967,1,140,70.6,1.8
0,2015,11342,0,55838,1,0,76.4,1.8
0,2016,11968,0,9976,3,20,61.4,1.2
0,2015,12985,0,17785,1,0,76.4,1.8
0,2016,9990,1,22200,3,125,52.3,1.2
0,2016,12995,0,19102,1,0,78.5,1.8
0,2016,13290,0,51939,1,0,78.5,1.8
0,2014,12990,0,26847,1,0,72.4,1.8
0,2016,13495,0,21699,1,0,78.5,1.8
0,2015,13590,0,14383,1,0,76.4,1.8
0,2014,12499,0,40664,1,0,74.3,1.8
0,2013,10299,0,47776,1,0,72.4,1.8
0,2013,8881,0,63774,1,0,72.4,1.8
0,2016,15900,0,20209,1,0,78.5,1.8
0,2016,9717,1,31280,3,30,58.9,1.2
0,2017,13901,0,25504,1,140,78.5,1.8
0,2015,13465,0,11153,1,0,70.6,1.8
0,2016,15795,0,19714,1,0,70.6,1.8
0,2007,1795,1,70546,3,235,39.8,1.6
0,2007,1599,1,107000,3,235,39.8,1.6
0,2011,7995,0,40000,3,0,70.6,1.8
0,2019,15814,0,11928,1,135,68.8,1.8
0,2017,10795,1,18000,3,145,58.9,1.2
0,2014,6995,1,31000,3,145,46.3,1.6
0,2014,9000,0,30896,3,145,48.7,1.6
0,2015,8100,1,48002,0,20,67.3,1.6
0,2013,12300,0,38986,1,0,70.6,1.8
0,2016,16600,0,23366,1,0,70.6,1.8
0,2015,10499,1,8962,0,20,65.7,1.6
0,2015,13000,0,38095,1,0,76.4,1.8
0,2013,9099,0,65119,1,0,72.4,1.8
0,2014,7625,1,39771,3,145,46.3,1.6
0,2015,12472,0,18676,1,0,76.4,1.8
0,2014,11599,0,27110,1,0,72.4,1.8
0,2014,9999,0,46599,1,0,72.4,1.8
0,2015,8199,1,50119,3,30,58.9,1.2
0,2014,7995,1,14977,3,145,47.9,1.6
0,2018,12794,1,11870,3,145,51.3,1.2
0,2016,10290,1,19541,3,30,58.9,1.2
0,2016,8799,1,22594,3,30,58.9,1.2
0,2013,8959,0,58787,1,0,72.4,1.8
0,2012,5458,1,65073,3,200,42.8,1.6
0,2014,7599,1,37202,3,145,46.3,1.6
0,2016,13599,0,54904,1,0,78.5,1.8
0,2015,8378,1,29167,0,20,67.3,1.6
0,2013,6727,1,54367,3,125,51.4,1.3
0,2013,5899,1,41000,3,125,51.4,1.3
0,2017,11500,0,90970,1,0,78.5,1.8
0,2015,7295,1,57860,3,150,47.9,1.6
0,2016,13495,0,17098,1,0,72.4,1.8
0,2010,4495,1,57000,0,125,60.1,1.4
0,2015,14775,0,27908,1,0,70.6,1.8
0,2016,15475,0,37298,1,0,70.6,1.8
0,2014,14275,0,22460,1,0,70.6,1.8
0,2016,13295,0,28872,1,0,72.4,1.8
0,2017,17495,0,21960,1,0,70.6,1.8
0,2018,17495,0,22032,1,135,65.6,1.8
0,2017,16995,0,21875,1,0,70.6,1.8
0,2015,8395,1,31285,0,0,74.3,1.4
0,2017,14995,0,35404,1,135,78.5,1.8
0,2018,17695,0,9446,1,140,65.6,1.8
0,2014,11995,0,34611,1,0,72.4,1.8
0,2015,7000,1,68022,3,30,58.9,1.2
0,2014,10400,0,64854,1,0,70.6,1.8
0,2013,7750,0,30000,3,145,49.6,1.6
0,2018,17795,0,19668,1,135,65.6,1.8
0,2014,13695,0,32198,1,0,70.6,1.8
0,2013,9700,0,42349,3,0,72.4,1.8
0,2014,11773,0,50280,1,0,70.6,1.8
0,2017,10300,1,14000,3,30,58.9,1.2
0,2017,10295,1,35459,3,30,58.9,1.2
0,2017,15995,0,20543,1,0,78.5,1.8
0,2017,9995,1,21780,3,30,58.9,1.2
0,2015,8295,1,41100,0,0,74.3,1.4
0,2015,12695,0,22277,1,0,72.4,1.8
0,2017,10761,1,21951,3,145,58.9,1.2
0,2015,14600,0,43261,1,0,70.6,1.8
0,2014,11985,0,47719,1,0,70.6,1.8
0,2015,12985,0,28975,1,0,72.4,1.8
0,2015,11295,0,54450,1,0,72.4,1.8
0,2015,13675,0,35002,1,0,72.4,1.8
0,2017,11975,0,24139,3,125,53.3,1.2
0,2018,17475,0,19176,1,135,65.6,1.8
0,2015,11675,0,36457,1,0,74.3,1.8
0,2017,10985,1,24740,3,145,58.9,1.2
0,2017,13975,0,18686,1,0,78.5,1.8
0,2014,12675,0,20011,1,0,72.4,1.8
0,2015,15975,0,35661,1,0,70.6,1.8
0,2011,4999,0,150000,3,0,70.6,1.8
0,2013,11975,0,33738,1,0,72.4,1.8
0,2008,4975,1,34801,3,235,39.8,1.6
0,2014,7275,1,44171,0,20,72.4,1.4
0,2017,17675,0,16401,1,140,78.5,1.8
0,2016,14975,0,46580,1,0,78.5,1.8
0,2013,8495,1,22900,3,145,46.3,1.6
0,2014,12975,0,55584,1,0,70.6,1.8
0,2014,10675,0,28130,1,0,76.4,1.8
0,2013,7475,1,43156,3,145,46.3,1.6
0,2015,12975,0,32909,1,0,78.5,1.8
0,2016,9399,1,31229,0,20,67.3,1.6
0,2012,8499,0,67698,1,0,72.4,1.8
0,2018,16999,0,9173,1,135,65.6,1.8
0,2014,7750,1,21099,3,145,46.3,1.6
0,2017,17159,0,12174,1,135,70.6,1.8
0,2016,8961,1,22367,3,30,58.9,1.2
0,2015,11961,0,14303,1,0,72.4,1.8
0,2009,3250,1,84300,3,200,43.5,1.6
